stage,tensor,sender,receiver,prefix_last_op,prefix_end,sender_first_whole_op3,sender_first_whole_op3_start,sender_V_gap_before_whole_op3,sender_op3_start_minus_copy_out_end,copy_out_id,copy_out_start,copy_out_end,copy_out_duration,copy_in_id,copy_in_release,copy_in_start,copy_in_end,copy_in_duration,wait_after_release,previous_MTE2_op,previous_MTE2_end,wait_beyond_release_and_MTE2_predecessor,second_whole_op2,second_whole_op2_end,copy_start_minus_op2_end,same_core_ops_ending_at_copy_start,whole_last_op,whole_end,suffix_first_op,suffix_start,suffix_last_op,suffix_end,copy_finish_after_whole_end,suffix_gap,unexplained_suffix_delay,receiver_first_start,root_input_copy_end,root_tail_after_leaf_copy
284,1000016805,0,2,16794,1819991,16803,1821086,47,0,1000031689,1819991,1821086,1095,1000031690,1821586,1822089,1823186,1097,503,1000031672,1818945,503,16774,1822089,0,16774,16776,1823137,16795,1823186,16796,1824234,49,49,0,1818945,1824736,92
284,1000016809,1,3,16798,1819992,16811,1821087,47,0,1000031695,1819992,1821087,1095,1000031696,1821587,1822090,1823187,1097,503,1000031675,1818946,503,16782,1822090,0,16782,16784,1823138,16799,1823187,16800,1824235,49,49,0,1818946,1824737,91
285,1000016864,0,2,16853,1826378,16862,1827473,47,0,1000031737,1826378,1827473,1095,1000031738,1827973,1828476,1829573,1097,503,1000031720,1825332,503,16833,1828476,0,16833,16835,1829524,16854,1829573,16855,1830621,49,49,0,1825332,1831123,92
285,1000016868,1,3,16857,1826379,16870,1827474,47,0,1000031743,1826379,1827474,1095,1000031744,1827974,1828477,1829574,1097,503,1000031723,1825333,503,16841,1828477,0,16841,16843,1829525,16858,1829574,16859,1830622,49,49,0,1825333,1831124,91
286,1000016923,0,2,16912,1832765,16921,1833860,47,0,1000031785,1832765,1833860,1095,1000031786,1834360,1834863,1835960,1097,503,1000031768,1831719,503,16892,1834863,0,16892,16894,1835911,16913,1835960,16914,1837008,49,49,0,1831719,1837510,92
286,1000016927,1,3,16916,1832766,16929,1833861,47,0,1000031791,1832766,1833861,1095,1000031792,1834361,1834864,1835961,1097,503,1000031771,1831720,503,16900,1834864,0,16900,16902,1835912,16917,1835961,16918,1837009,49,49,0,1831720,1837511,91
287,1000016982,0,2,16971,1839152,16980,1840247,47,0,1000031833,1839152,1840247,1095,1000031834,1840747,1841250,1842347,1097,503,1000031816,1838106,503,16951,1841250,0,16951,16953,1842298,16972,1842347,16973,1843395,49,49,0,1838106,1843897,92
287,1000016986,1,3,16975,1839153,16988,1840248,47,0,1000031839,1839153,1840248,1095,1000031840,1840748,1841251,1842348,1097,503,1000031819,1838107,503,16959,1841251,0,16959,16961,1842299,16976,1842348,16977,1843396,49,49,0,1838107,1843898,91
288,1000017041,0,2,17030,1845539,17039,1846634,47,0,1000031881,1845539,1846634,1095,1000031882,1847134,1847637,1848734,1097,503,1000031864,1844493,503,17010,1847637,0,17010,17012,1848685,17031,1848734,17032,1849782,49,49,0,1844493,1850284,92
288,1000017045,1,3,17034,1845540,17047,1846635,47,0,1000031887,1845540,1846635,1095,1000031888,1847135,1847638,1848735,1097,503,1000031867,1844494,503,17018,1847638,0,17018,17020,1848686,17035,1848735,17036,1849783,49,49,0,1844494,1850285,91
289,1000017100,0,2,17089,1851926,17098,1853021,47,0,1000031929,1851926,1853021,1095,1000031930,1853521,1854024,1855121,1097,503,1000031912,1850880,503,17069,1854024,0,17069,17071,1855072,17090,1855121,17091,1856169,49,49,0,1850880,1856671,92
289,1000017104,1,3,17093,1851927,17106,1853022,47,0,1000031935,1851927,1853022,1095,1000031936,1853522,1854025,1855122,1097,503,1000031915,1850881,503,17077,1854025,0,17077,17079,1855073,17094,1855122,17095,1856170,49,49,0,1850881,1856672,91
290,1000017159,0,2,17148,1858313,17157,1859408,47,0,1000031977,1858313,1859408,1095,1000031978,1859908,1860411,1861508,1097,503,1000031960,1857267,503,17128,1860411,0,17128,17130,1861459,17149,1861508,17150,1862556,49,49,0,1857267,1863058,92
290,1000017163,1,3,17152,1858314,17165,1859409,47,0,1000031983,1858314,1859409,1095,1000031984,1859909,1860412,1861509,1097,503,1000031963,1857268,503,17136,1860412,0,17136,17138,1861460,17153,1861509,17154,1862557,49,49,0,1857268,1863059,91
291,1000017218,0,2,17207,1864700,17216,1865795,47,0,1000032025,1864700,1865795,1095,1000032026,1866295,1866798,1867895,1097,503,1000032008,1863654,503,17187,1866798,0,17187,17189,1867846,17208,1867895,17209,1868943,49,49,0,1863654,1869445,92
291,1000017222,1,3,17211,1864701,17224,1865796,47,0,1000032031,1864701,1865796,1095,1000032032,1866296,1866799,1867896,1097,503,1000032011,1863655,503,17195,1866799,0,17195,17197,1867847,17212,1867896,17213,1868944,49,49,0,1863655,1869446,91
292,1000017277,0,2,17266,1871087,17275,1872182,47,0,1000032073,1871087,1872182,1095,1000032074,1872682,1873185,1874282,1097,503,1000032056,1870041,503,17246,1873185,0,17246,17248,1874233,17267,1874282,17268,1875330,49,49,0,1870041,1875832,92
292,1000017281,1,3,17270,1871088,17283,1872183,47,0,1000032079,1871088,1872183,1095,1000032080,1872683,1873186,1874283,1097,503,1000032059,1870042,503,17254,1873186,0,17254,17256,1874234,17271,1874283,17272,1875331,49,49,0,1870042,1875833,91
293,1000017336,0,2,17325,1877474,17334,1878569,47,0,1000032121,1877474,1878569,1095,1000032122,1879069,1879572,1880669,1097,503,1000032104,1876428,503,17305,1879572,0,17305,17307,1880620,17326,1880669,17327,1881717,49,49,0,1876428,1882219,92
293,1000017340,1,3,17329,1877475,17342,1878570,47,0,1000032127,1877475,1878570,1095,1000032128,1879070,1879573,1880670,1097,503,1000032107,1876429,503,17313,1879573,0,17313,17315,1880621,17330,1880670,17331,1881718,49,49,0,1876429,1882220,91
294,1000017395,0,2,17384,1883861,17393,1884956,47,0,1000032169,1883861,1884956,1095,1000032170,1885456,1885959,1887056,1097,503,1000032152,1882815,503,17364,1885959,0,17364,17366,1887007,17385,1887056,17386,1888104,49,49,0,1882815,1888606,92
294,1000017399,1,3,17388,1883862,17401,1884957,47,0,1000032175,1883862,1884957,1095,1000032176,1885457,1885960,1887057,1097,503,1000032155,1882816,503,17372,1885960,0,17372,17374,1887008,17389,1887057,17390,1888105,49,49,0,1882816,1888607,91
295,1000017454,0,2,17443,1890248,17452,1891343,47,0,1000032217,1890248,1891343,1095,1000032218,1891843,1892346,1893443,1097,503,1000032200,1889202,503,17423,1892346,0,17423,17425,1893394,17444,1893443,17445,1894491,49,49,0,1889202,1894993,92
295,1000017458,1,3,17447,1890249,17460,1891344,47,0,1000032223,1890249,1891344,1095,1000032224,1891844,1892347,1893444,1097,503,1000032203,1889203,503,17431,1892347,0,17431,17433,1893395,17448,1893444,17449,1894492,49,49,0,1889203,1894994,91
296,1000017513,0,2,17502,1896635,17511,1897730,47,0,1000032265,1896635,1897730,1095,1000032266,1898230,1898733,1899830,1097,503,1000032248,1895589,503,17482,1898733,0,17482,17484,1899781,17503,1899830,17504,1900878,49,49,0,1895589,1901380,92
296,1000017517,1,3,17506,1896636,17519,1897731,47,0,1000032271,1896636,1897731,1095,1000032272,1898231,1898734,1899831,1097,503,1000032251,1895590,503,17490,1898734,0,17490,17492,1899782,17507,1899831,17508,1900879,49,49,0,1895590,1901381,91
297,1000017572,0,2,17561,1903022,17570,1904117,47,0,1000032313,1903022,1904117,1095,1000032314,1904617,1905120,1906217,1097,503,1000032296,1901976,503,17541,1905120,0,17541,17543,1906168,17562,1906217,17563,1907265,49,49,0,1901976,1907767,92
297,1000017576,1,3,17565,1903023,17578,1904118,47,0,1000032319,1903023,1904118,1095,1000032320,1904618,1905121,1906218,1097,503,1000032299,1901977,503,17549,1905121,0,17549,17551,1906169,17566,1906218,17567,1907266,49,49,0,1901977,1907768,91
298,1000017631,0,2,17620,1909409,17629,1910504,47,0,1000032361,1909409,1910504,1095,1000032362,1911004,1911507,1912604,1097,503,1000032344,1908363,503,17600,1911507,0,17600,17602,1912555,17621,1912604,17622,1913652,49,49,0,1908363,1914154,92
298,1000017635,1,3,17624,1909410,17637,1910505,47,0,1000032367,1909410,1910505,1095,1000032368,1911005,1911508,1912605,1097,503,1000032347,1908364,503,17608,1911508,0,17608,17610,1912556,17625,1912605,17626,1913653,49,49,0,1908364,1914155,91
299,1000017690,0,2,17679,1915796,17688,1916891,47,0,1000032409,1915796,1916891,1095,1000032410,1917391,1917894,1918991,1097,503,1000032392,1914750,503,17659,1917894,0,17659,17661,1918942,17680,1918991,17681,1920039,49,49,0,1914750,1920541,92
299,1000017694,1,3,17683,1915797,17696,1916892,47,0,1000032415,1915797,1916892,1095,1000032416,1917392,1917895,1918992,1097,503,1000032395,1914751,503,17667,1917895,0,17667,17669,1918943,17684,1918992,17685,1920040,49,49,0,1914751,1920542,91
300,1000017749,0,2,17738,1922183,17747,1923278,47,0,1000032457,1922183,1923278,1095,1000032458,1923778,1924281,1925378,1097,503,1000032440,1921137,503,17718,1924281,0,17718,17720,1925329,17739,1925378,17740,1926426,49,49,0,1921137,1926928,92
300,1000017753,1,3,17742,1922184,17755,1923279,47,0,1000032463,1922184,1923279,1095,1000032464,1923779,1924282,1925379,1097,503,1000032443,1921138,503,17726,1924282,0,17726,17728,1925330,17743,1925379,17744,1926427,49,49,0,1921138,1926929,91
301,1000017808,0,2,17797,1928570,17806,1929665,47,0,1000032505,1928570,1929665,1095,1000032506,1930165,1930668,1931765,1097,503,1000032488,1927524,503,17777,1930668,0,17777,17779,1931716,17798,1931765,17799,1932813,49,49,0,1927524,1933315,92
301,1000017812,1,3,17801,1928571,17814,1929666,47,0,1000032511,1928571,1929666,1095,1000032512,1930166,1930669,1931766,1097,503,1000032491,1927525,503,17785,1930669,0,17785,17787,1931717,17802,1931766,17803,1932814,49,49,0,1927525,1933316,91
302,1000017867,0,2,17856,1934957,17865,1936052,47,0,1000032553,1934957,1936052,1095,1000032554,1936552,1937055,1938152,1097,503,1000032536,1933911,503,17836,1937055,0,17836,17838,1938103,17857,1938152,17858,1939200,49,49,0,1933911,1939702,92
302,1000017871,1,3,17860,1934958,17873,1936053,47,0,1000032559,1934958,1936053,1095,1000032560,1936553,1937056,1938153,1097,503,1000032539,1933912,503,17844,1937056,0,17844,17846,1938104,17861,1938153,17862,1939201,49,49,0,1933912,1939703,91
303,1000017926,0,2,17915,1941344,17924,1942439,47,0,1000032601,1941344,1942439,1095,1000032602,1942939,1943442,1944539,1097,503,1000032584,1940298,503,17895,1943442,0,17895,17897,1944490,17916,1944539,17917,1945587,49,49,0,1940298,1946089,92
303,1000017930,1,3,17919,1941345,17932,1942440,47,0,1000032607,1941345,1942440,1095,1000032608,1942940,1943443,1944540,1097,503,1000032587,1940299,503,17903,1943443,0,17903,17905,1944491,17920,1944540,17921,1945588,49,49,0,1940299,1946090,91
304,1000017985,0,2,17974,1947731,17983,1948826,47,0,1000032649,1947731,1948826,1095,1000032650,1949326,1949829,1950926,1097,503,1000032632,1946685,503,17954,1949829,0,17954,17956,1950877,17975,1950926,17976,1951974,49,49,0,1946685,1952476,92
304,1000017989,1,3,17978,1947732,17991,1948827,47,0,1000032655,1947732,1948827,1095,1000032656,1949327,1949830,1950927,1097,503,1000032635,1946686,503,17962,1949830,0,17962,17964,1950878,17979,1950927,17980,1951975,49,49,0,1946686,1952477,91
